review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R2NLAOQWI7HML3,5,37,39,N,
R37VZQMT7EM8AL,5,19,20,N,
R3EVY55EC1ORHN,4,22,25,N,
R9VNRSOZBH0V7,5,19,20,N,
R109ZU6V3GUHWE,5,17,23,N,
R187IZDJT1LB1,5,15,20,N,
R2XHNQ7EBWTLLT,1,55,80,N,
R15G237IMMH4TH,5,264,270,N,
RRSUZF3KETITO,1,25,31,N,
RJ5J5F2TBDK09,1,22,32,N,
R18TQ2YMF7VOFQ,5,35,35,N,
R4A8A1EI9IUB,5,24,30,N,
R2E96FI6NOPNHF,5,17,21,N,
R2A7UGV51RJGDA,5,32,36,N,
R2ODVJMI4VXLH,5,30,33,N,
RY5ZCR04QLVFC,4,29,29,N,
RN5355IQ5U6H2,5,21,21,N,
R2K5BKOQXTWYQO,5,53,57,N,
R3TUBCAPYRPEHA,1,22,25,N,
R8EQML4MEEJGF,5,323,325,N,
R3MV4FLVDXBSH0,5,79,87,N,
R3W2O3DSJMXACZ,1,51,58,N,
RSFZC4E536SAF,5,44,46,N,
R3VTYTDRL0OPGU,2,16,24,N,
R3T1B68IO9HG1Y,1,501,520,N,
R2UB2EF0SRF0MF,2,126,132,N,
RJ60ZPX0TVKJ4,5,26,28,N,
R26E6RA24I6P2F,4,34,37,N,
R1KSADOPQKEUZ4,1,24,31,N,
R2XZWQ9UEW0X6Z,1,101,118,N,
R38LB8HXJXTQ9R,1,267,293,N,
RW3VROIY1JOIJ,3,19,26,N,
R2G42F93007CCG,5,28,30,N,
R12YO9QO4OY67K,5,31,34,N,
R9C01J59MFR9B,3,33,37,N,
R3MG5G7TVAARIK,5,21,28,N,
R18FKEZVJJ9NZO,5,32,37,N,
R11LT10HNYQEJ1,5,34,34,N,
R1UOX67MQFOLE0,1,30,32,N,
R65RERX6LLOIR,5,25,29,N,
R1U7LO4R62J9CR,5,39,46,N,
RS8FIR8UJVGBA,5,26,27,N,
R3LKSSQMO7BS6H,5,28,29,N,
R3FTING44KWLA5,5,75,78,N,
R36M2V6PBAXAG6,5,19,23,N,
R1FJU7WXV89N3W,4,31,31,N,
R116LCXMM9BUEI,5,17,20,N,
R2WQ6AYOE6TUAF,5,27,27,N,
R2FV41971MDNK4,3,18,20,N,
R1ZIA2VS5FAHEA,5,307,313,N,
RJAGH38SP1S2U,5,31,41,N,
R24QOIS9A7FRC,5,28,34,N,
R3JLZZL6QY0OKD,3,65,74,N,
R3DYIG1267YHQY,4,21,21,N,
R10RU2N1IJAJR5,1,25,32,N,
R1GHGPTPWDHJWF,5,26,30,N,
R3BPVYS0GY00V9,1,23,25,N,
RZXIRMW41A7N0,1,17,28,N,
RVLKMI1WAV413,5,50,66,N,
R2RDDIT7L4TIVL,2,20,26,N,
R2RRDUMC9AUW02,5,60,69,N,
R3TRDZ53LPL1B,4,367,374,N,
R1TUBC63LH9TQV,5,28,28,N,
R21HE1PM6BZZIM,4,23,25,N,
R3QWJ9F7DH9MBU,1,76,84,N,
R2D6ZLU2W3EMR9,3,29,36,N,
R2OMHS2QO5W641,1,50,50,N,
R2JE2DM98O0Q1,1,52,74,N,
R21IGD6KZ6W9WI,1,31,31,N,
R1E7E3ZBSAZA5D,3,50,51,N,
R2J9WOOP0M8RUM,3,18,23,N,
R35FWMO2NS3XDY,5,27,27,N,
R3CKWHYVY9MKDQ,5,20,25,N,
R1Y957AS5AGFIF,5,27,28,N,
R1GOBPE3OYOX0N,5,186,193,N,
R1R3VAQY5EEWN2,5,21,21,N,
R246J48X1ZI2Z8,4,30,30,N,
R3C3JV0VU8JTL2,4,78,81,N,
R1V634CLBZ4LU4,1,15,21,N,
RMVD8CHDRSG5G,5,19,21,N,
R2N5IL9YORL0IT,2,19,22,N,
R2T0U3IHOOAVN6,5,28,28,N,
R2V9YTX21L3W0S,5,28,37,N,
R2XHMS5VI7KL2D,5,20,23,N,
RY6IT4J14G684,5,28,32,N,
R3KIFS7S0N0TT2,5,83,92,N,
R3D57LF01M3B9M,5,24,25,N,
RSSDXSAEQJSA9,5,60,60,N,
R1Y4UZDJHXGDYT,4,29,30,N,
R1D953LWDTSTUN,4,199,206,N,
R15O703GSU7HI7,1,30,36,N,
RXZAR6LV618AG,5,32,33,N,
R2K2PVGGJ76ZNY,5,162,171,N,
R305NK9YRSB9XB,4,35,35,N,
R3P704AA8OAEER,1,36,36,N,
RXHIARLB8X7DT,4,21,21,N,
R1W3BN5PJGMSFK,5,17,22,N,
R2ZXSVZXFYV01I,5,215,228,N,
R3U1HHMA0LNKYH,5,54,66,N,
R3XPU4KMLT0KF,5,19,23,N,
R4LZ27KKT79MY,4,22,26,N,
R2BF9U57ML65XH,5,23,27,N,
R31SI3XO8TTH2S,5,21,21,N,
R32VE0Q5CTIPE0,1,184,230,N,
R2EGHC6RD5CS8I,4,22,23,N,
R3OF4HJV9Y313M,5,29,39,N,
R1I6KWNEXRKL2F,1,19,21,N,
R3PU2P3QY679Y2,1,27,32,N,
R3PI89VO2492PG,3,41,47,N,
R3JIB0UMC3EYP1,5,21,23,N,
R22CFQ5YM6OJ1G,4,30,31,N,
R2F1KVRMWUU596,1,77,80,N,
R2XF0C2BCHKVW7,5,75,81,N,
RJQGV3U5RC37G,2,505,547,N,
R2Y605HE938SOA,2,25,28,N,
R1D8XM6GVL1LTI,3,139,146,N,
R3H75R1ME5CN8L,5,60,66,N,
R3N8QZ7Z4NBO7J,5,24,35,N,
RXJS5YKSZBSIZ,3,51,54,N,
RZCMHU1EOCQ9Z,5,18,21,N,
R23JGMLBSQWZKG,1,29,34,N,
R373XHBD77BRJ7,5,31,40,N,
R3NN3VIFLR0X74,5,30,34,N,
R1IQYBI6S23I81,5,39,43,N,
R3C7BNZ7BMI8QD,4,20,24,N,
R251JFCWEQH165,5,22,25,N,
R38DGIJD7M3T2V,5,216,217,N,
R31X2NGZRHAVEQ,5,93,98,N,
RF2J32E3VMNDV,5,34,38,N,
R2Z6U5W1XM72FI,1,64,73,N,
RYXPZCC3DN7FP,1,24,26,N,
R2TAJXITPZVNYK,1,89,115,N,
RMVGRGMA3Y3Y8,5,26,29,N,
R1ENQ0L0172L7N,5,272,306,N,
R101ZQ0I3OQLWP,5,25,27,N,
R1GOW7CAQOBM6R,5,30,35,N,
R39GSI74UCW9PQ,3,21,30,N,
R9SJCNV7Z228H,2,58,59,N,
RU80FI0745TCC,5,26,27,N,
R29C6K4VEWT1TP,1,30,31,N,
R33EW2GTVTOAP6,5,33,35,N,
R1Y5YW7WDIA6MP,5,24,26,N,
R3VODGSNID4BH5,2,27,32,N,
RPJF3BJYYCSWI,5,56,67,N,
R3HYLNE8V3DJRI,1,24,31,N,
R1L4C5ADXCI0WZ,1,26,34,N,
R2B2K0ZOMB8LHD,5,33,37,N,
RDQEBB2NY07BU,1,15,30,N,
R3HN4PJUL15KC1,5,19,22,N,
R2PZH183DAWL10,3,19,20,N,
R3T402GR1YMXCM,5,27,29,N,
R3G28H7KZOFS6L,5,35,36,N,
R3UPYD4IRXJ9BJ,4,20,24,N,
RH8K8EDHYXCAN,5,93,98,N,
R2IU607DVAHKUW,2,76,77,N,
R2O8V7RB9GUNEW,3,21,22,N,
R2BKOU07CS4TKG,5,52,54,N,
R2ASJ7M3Q453NT,5,40,41,N,
R2N627KQAEEN9V,1,89,96,N,
R189YXSKB9DZZL,1,42,45,N,
R2KDE61ZKGVO63,4,42,43,N,
R2V97FQ7QO4IL5,1,23,27,N,
R29SDT3MNW1PH8,1,33,33,N,
R11YOXGD1SWFCW,5,52,57,N,
RPSY33WCN8K3D,1,49,64,N,
RCCSGHJXVYUZV,1,97,108,N,
R2O2TVY7MWIB9M,5,46,46,N,
RCZOBOIU8G2HR,5,20,22,N,
R1BVVY3T5ZZCK5,5,22,25,N,
R384D5FSTL0A1O,1,20,24,N,
R2L5QCIN6FRLHD,5,67,83,N,
R1KBKAK5KBZJK2,5,92,95,N,
RUOXANLFW4QPU,5,23,24,N,
RBU7QFMGXKDOG,4,28,28,N,
R1PU3MPV6S92VX,1,605,728,N,
R3HWGQZ5US8F64,4,23,23,N,
R2P7QLHVUM7E1H,5,36,40,N,
R3HAIS99P7L2YV,5,18,22,N,
RMHWAJKPJTS3M,1,22,23,N,
R21M3VNN37166Y,1,53,56,N,
R3NJJA9H1TPP90,5,22,24,N,
R3DZGG8IZ496DM,3,30,32,N,
R1OKCF4B4KNU0Z,5,107,112,N,
R20KVJ001SDM3V,5,38,40,N,
R1KACITV5D8HSQ,5,40,45,N,
R1B3UVP89GDWJE,1,21,29,N,
R3CP1YS6G05ZGG,5,22,24,N,
RHU1HL66H36TM,5,350,358,N,
RBY4YXMQBSBXH,2,28,30,N,
R2KEFM6QL9LOLA,1,18,21,N,
R1D5P08EFUVFYZ,3,17,21,N,
R1AE2K5LTB9F09,5,20,25,N,
R2T87IT725VVLU,5,40,43,N,
R1AALU9WTO9K2I,3,78,87,N,
R252Y6KPBHLL4R,5,36,38,N,
R3NNY0MRVMWA7S,5,142,144,N,
R1062TPHJMMFIZ,5,33,33,N,
RAF9M2FRK1QQ,5,23,27,N,
R25CALXKGV0JUG,5,25,26,N,
RVJF66Y7KJANO,5,21,22,N,
R1G7FAX7GVLL7V,5,23,24,N,
R2TBWRMVW2EKX4,5,21,22,N,
R2HJFZ77AIKFA,5,23,23,N,
R3CQCJXDVEA6IR,5,28,36,N,
R104UAJEI24TPL,1,23,32,N,
R1WH0NJ7WY8608,1,23,27,N,
R240IBM8TKEKRP,5,53,60,N,
R23BBKVI2OVLU5,5,141,142,N,
R24PX45UDZ8KTR,5,24,24,N,
R2EVUPA28KEK7O,5,48,50,N,
RLSI0V68P71GM,2,25,26,N,
R1UF8GH5PY13AE,5,89,90,N,
R2NDECEAU0ITWJ,5,48,50,N,
R32HQTBI89CQAM,4,28,32,N,
R3CCO1QB2EBBF8,4,19,20,N,
R3RX3H4EITDNYK,5,572,608,N,
RYTTSA3FDXRZD,5,29,29,N,
R1IQFIBAUT6Q3F,5,30,33,N,
R1OCMTBBLNTFQH,5,31,35,N,
R89IXT6IQC45E,5,18,20,N,
R2ANNKHCWLI2ZF,5,55,57,N,
R1MGMSOI1YCTKX,5,29,30,N,
RNSKB3H7Q1BK4,5,48,56,N,
R2HFE1RU7Z4YGT,5,41,41,N,
R33M8B1HLSX8BO,5,85,85,N,
R2VTQ2GUSV5AWF,1,22,24,N,
R1XO4NNWTXOIK0,5,36,38,N,
R2KYMI55801TCI,5,23,25,N,
R1YI4SGEH02XX1,5,54,55,N,
RQAXSUGGKXFP6,5,33,38,N,
RG6VN5XYMV2B4,5,22,22,N,
R1NUVEMQ9IX2FW,1,28,30,N,
R1CBZDT3JGK2S7,5,185,187,N,
R1D9154STM3WBG,5,42,53,N,
R1D3KGKP6959SX,5,16,21,N,
R39M13AJUADBNY,2,19,22,N,
R28WXOBJT8NSYS,5,67,71,N,
R3E8TVPVTCOG1C,1,25,37,N,
R38VW1LA0QHRKD,4,18,20,N,
R35MFKX7P6B6B1,1,27,33,N,
R1D4HD0R9UM7F8,5,36,42,N,
R39X6LYIEZMYRR,5,41,44,N,
R2G4PLEAC0R7YC,5,55,55,N,
RJJT3JT8LLLND,5,156,167,N,
R1STO2P0HGCN7R,2,41,51,N,
R2YXET1SEFPGHI,4,26,26,N,
R27AVBWJBGI70S,5,24,25,N,
R3UBCV6IF2STMR,3,15,23,N,
R34F35HTK30KNV,5,20,22,N,
RELAOI4O0P3YI,1,37,47,N,
R1DIQXWECMDP68,5,25,25,N,
R1HFRVYPU890GQ,5,23,24,N,
RSPQWRQ83KXW4,5,21,24,N,
R1EH361DSKDTJ6,5,44,48,N,
R21EPH0YVKDGKC,5,30,31,N,
R1OXLASS7M3MEM,5,32,34,N,
R1TBUR4YN4YURB,5,637,649,N,
RHY3CPU3WEI1W,5,18,23,N,
R190I4TXL31871,1,27,30,N,
R3259VZ9V1GAF9,5,20,20,N,
RP5TVOY2485DN,5,48,52,N,
RRBRNRH0598OP,1,53,74,N,
R2M7BMXQJIQ7BR,5,31,35,N,
R3IXO80VETA7NU,5,22,23,N,
R2R2BDPV748LP0,2,50,52,N,
R1WIC2UVJFMQSP,5,101,107,N,
R1POKB91JOTCD9,1,18,20,N,
R1TKDOC1HWXRBW,5,33,37,N,
R1MTKPBCXGEVAE,5,73,77,N,
R285ZLC0AQ58DB,2,24,28,N,
RIWZVSM7ENKQ9,5,49,56,N,
R1AJZLFCJJKWHS,1,19,22,N,
RU66FM1S5NQ2I,5,28,36,N,
R2N7YPZDDHXG8W,1,16,20,N,
R2UUQMUM1W0973,2,175,192,N,
R1500NE2H5NU6A,4,467,498,N,
R2C9G6T71ZM5QI,5,19,22,N,
R19DX3OTN9N625,5,23,31,N,
R3UKKT7WL1OLTY,3,33,40,N,
R337TRHVUS87F9,1,18,25,N,
R1MDTFCW2IG6FL,5,30,35,N,
R2FYIWNRZYLBMK,5,42,48,N,
R1Y6CTRZ47HRPP,5,50,50,N,
R3GPGPAGWYGX7I,1,50,72,N,
RJAP6F5NCMJ47,5,35,45,N,
R2TA6SZ5XEACEY,5,49,51,N,
R3FBVRGY9095UH,5,31,31,N,
R2WPALSGYD9DJ1,5,693,712,N,
R16MV5D8WUKQD6,5,33,36,N,
R3TDH4E61TKWCR,4,36,42,N,
R2TZDMBADV4WIE,5,23,27,N,
R38ZEENAJN7K6,5,19,20,N,
R3IV1GBV0BBO2K,5,23,26,N,
R3474AL0DB272N,5,38,46,N,
RAVVHYCSY2X8T,1,37,51,N,
R13MQPGV0LXOZA,1,31,35,N,
R1INVGTFCV1CKJ,3,23,26,N,
RME5WYVG0XDUH,1,24,31,N,
R1F7Q5FIOPM11Q,3,424,437,N,
RTZLGK7K5B4JD,3,24,31,N,
RGI8ZW0IXIGI2,1,85,89,N,
R1FC5TP005XHW,2,37,53,N,
RHEJ3OND7TH3A,5,35,38,N,
R2WY696PQGAQ33,2,27,28,N,
R3O43UFP49P2XT,1,34,47,N,
RTCT1FBWV91FJ,5,19,22,N,
R2RPGF70YP02O1,1,44,45,N,
R2A5G2R2ZPC7VE,5,193,201,N,
R301I08KC4BQIA,4,16,21,N,
RHJYDSQQFRUWO,1,39,41,N,
R12TCL8QY1MFL5,3,36,41,N,
R1PCDAGWIQJPRO,1,44,50,N,
R1G7Y91MZVUTZW,5,20,21,N,
R96I39LSVCZJC,5,22,22,N,
R3Q3DZL00BIINI,5,70,70,N,
R14P1Z997CBXYM,4,19,20,N,
R1L64LT4YOFYO8,1,38,39,N,
R137FWQKTUODCB,5,78,87,N,
R10ZPF8UX53G1G,5,27,27,N,
RF86XUZR19PBQ,5,20,20,N,
RUURA7X81XNB5,5,14,20,N,
R2YS5FF71HRIWS,5,249,294,N,
RWFJPEUB4AZBE,5,24,26,N,
R32VBMANZI5JYX,4,21,22,N,
R1D2Z7G4BMA28H,5,17,20,N,
